ensembl_gene_id	uniprot_gn_id	status	N.gly	O.gly	ds	signal.peptide
ENSG00000262749	Q9BYQ3	reviewed	0	0	0	FALSE
ENSG00000262512	Q9BYQ2	reviewed	0	0	0	FALSE
ENSG00000262218	A8MX34	reviewed	0	0	0	FALSE
ENSG00000263163	Q5K4L6	reviewed	0	0	0	FALSE
ENSG00000261992	Q8WXI9	reviewed	0	0	0	FALSE
ENSG00000277101	Q96DR7	reviewed	0	0	0	FALSE
ENSG00000274429	Q8TDM6	reviewed	0	0	0	FALSE
ENSG00000275035	Q53HC0	reviewed	0	0	0	FALSE
ENSG00000275051	Q96J94	reviewed	0	0	0	FALSE
ENSG00000274746	Q8IYN0	reviewed	0	0	0	FALSE
ENSG00000263243	Q99456	reviewed	0	0	0	FALSE
ENSG00000263057	P35900	reviewed	0	0	0	FALSE
ENSG00000263309	Q9C075	reviewed	0	0	0	FALSE
ENSG00000262164	Q6A163	reviewed	0	0	0	FALSE
ENSG00000262845	Q6A162	reviewed	0	0	0	FALSE
ENSG00000263101	Q9BYR6	reviewed	0	0	0	FALSE
ENSG00000263296	Q9BYR7	reviewed	0	0	0	FALSE
ENSG00000262068	Q9BYR8	reviewed	0	0	0	FALSE
ENSG00000261862	Q9BYS1	reviewed	0	0	0	FALSE
ENSG00000263242	P0C5Y4	reviewed	0	0	0	FALSE
ENSG00000262808	Q07627	reviewed	0	0	0	FALSE
ENSG00000261852	Q9BYU5	reviewed	0	0	0	FALSE
ENSG00000262862	P0C7H8	reviewed	0	0	0	FALSE
ENSG00000263091	Q9BYR9	reviewed	0	0	0	FALSE
ENSG00000263229	Q9BYQ6	reviewed	0	0	0	FALSE
ENSG00000263236	Q9BQ66	reviewed	0	0	0	FALSE
ENSG00000275623	P43628	reviewed	3	0	2	TRUE
ENSG00000262896	Q9BYQ2	reviewed	0	0	0	FALSE
ENSG00000262594	Q9BYP9	reviewed	0	0	0	FALSE
ENSG00000263263	A8MVA2	reviewed	0	0	0	FALSE
ENSG00000262221	A8MTY7	reviewed	0	0	0	FALSE
ENSG00000262542	A8MX34	reviewed	0	0	0	FALSE
ENSG00000262647	Q8NGQ1	reviewed	1	0	1	FALSE
ENSG00000274957	P43632	reviewed	5	0	2	TRUE
ENSG00000278361	P43630	reviewed	4	0	3	TRUE
ENSG00000275731	P43632	reviewed	5	0	2	TRUE
ENSG00000275626	P43630	reviewed	4	0	3	TRUE
ENSG00000262156	P31941	reviewed	0	0	0	FALSE
ENSG00000276595	Q3KNS1	reviewed	3	0	0	FALSE
ENSG00000277909	Q9HBM1	reviewed	0	0	0	FALSE
ENSG00000278373	Q9NQR9	reviewed	1	0	0	FALSE
ENSG00000277069	Q9NSD7	reviewed	2	0	1	FALSE
ENSG00000275008	P43628	reviewed	3	0	2	TRUE
ENSG00000278247	Q8N7Z2	reviewed	0	0	0	FALSE
ENSG00000262634	Q96BD8	reviewed	0	0	0	FALSE
ENSG00000262795	P38484	reviewed	6	0	2	TRUE
ENSG00000274679	Q9H0A9	reviewed	0	0	0	FALSE
ENSG00000277429	O75920	reviewed	0	0	0	FALSE
ENSG00000262860	Q8ND56	reviewed	0	0	0	FALSE
ENSG00000276230	P13489	reviewed	0	0	0	FALSE
ENSG00000261846	Q6P093	reviewed	0	0	1	TRUE
ENSG00000273772	Q16637	reviewed	0	0	0	FALSE
ENSG00000277033	Q67FW5	reviewed	0	0	0	FALSE
ENSG00000263160	P56557	reviewed	0	0	0	FALSE
ENSG00000275009	Q8N7Z2	reviewed	0	0	0	FALSE
ENSG00000273793	Q13202	reviewed	0	0	0	FALSE
ENSG00000262788	Q969X6	reviewed	0	0	0	FALSE
ENSG00000278210	Q6L8H4	reviewed	0	0	0	FALSE
ENSG00000278489	Q701N4	reviewed	0	0	0	FALSE
ENSG00000275920	Q6L8H2	reviewed	0	0	0	FALSE
ENSG00000277291	Q701N2	reviewed	0	0	0	FALSE
ENSG00000278728	Q9UHC6	reviewed	12	0	11	TRUE
ENSG00000278165	Q13202	reviewed	0	0	0	FALSE
ENSG00000263141	Q9Y5B6	reviewed	0	0	0	FALSE
ENSG00000262911	Q9NX36	reviewed	0	0	0	FALSE
ENSG00000280585	Q6L8H4	reviewed	0	0	0	FALSE
ENSG00000281533	Q701N4	reviewed	0	0	0	FALSE
ENSG00000275031	Q641Q3	reviewed	0	0	5	TRUE
ENSG00000281191	Q6L8H2	reviewed	0	0	0	FALSE
ENSG00000278620	Q6L8H1	reviewed	0	0	0	FALSE
ENSG00000262473	P22102	reviewed	0	0	0	FALSE
ENSG00000275581	O75920	reviewed	0	0	0	FALSE
ENSG00000276536	P01112	reviewed	0	1	0	FALSE
ENSG00000277389	Q6L8G9	reviewed	0	0	0	FALSE
ENSG00000278327	P43628	reviewed	3	0	2	TRUE
ENSG00000277400	Q8WZ33	reviewed	0	0	0	FALSE
ENSG00000275349	Q16637	reviewed	0	0	0	FALSE
ENSG00000275617	Q8NH00	reviewed	3	0	1	FALSE
ENSG00000278659	Q8NHC8	reviewed	1	0	1	FALSE
ENSG00000273508	O43869	reviewed	1	0	1	FALSE
ENSG00000281489	P0C7T2	reviewed	0	0	1	FALSE
ENSG00000275754	Q6IF00	reviewed	1	0	1	FALSE
ENSG00000276371	Q9NP50	reviewed	0	0	0	FALSE
ENSG00000277113	Q8NH03	reviewed	2	0	1	FALSE
ENSG00000275102	Q6IEZ7	reviewed	2	0	1	FALSE
ENSG00000274296	Q9NUI1	reviewed	0	0	0	FALSE
ENSG00000275873	Q8IXW0	reviewed	0	0	0	FALSE
ENSG00000272835	Q9H4I9	reviewed	0	0	0	FALSE
ENSG00000273397	P56556	reviewed	0	0	0	FALSE
ENSG00000276920	Q969F2	reviewed	0	0	0	FALSE
ENSG00000274112	Q9H4I9	reviewed	0	0	0	FALSE
ENSG00000273859	Q02833	reviewed	0	0	0	FALSE
ENSG00000277365	P56556	reviewed	0	0	0	FALSE
ENSG00000278501	Q9Y584	reviewed	0	0	2	FALSE
ENSG00000276016	Q12979	reviewed	0	0	0	FALSE
ENSG00000275272	Q96MU7	reviewed	0	0	0	FALSE
ENSG00000274780	Q9P1Y6	reviewed	0	0	0	FALSE
ENSG00000275211	P10635	reviewed	0	0	0	FALSE
ENSG00000275338	O75154	reviewed	0	0	0	FALSE
ENSG00000276910	Q13888	reviewed	0	0	0	FALSE
ENSG00000275555	O00548	reviewed	1	0	27	TRUE
ENSG00000275333	Q96EK7	reviewed	0	0	0	FALSE
ENSG00000272901	Q9H4I9	reviewed	0	0	0	FALSE
ENSG00000272765	P56556	reviewed	0	0	0	FALSE
ENSG00000276429	O75038	reviewed	0	0	0	FALSE
ENSG00000275190	P36537	reviewed	3	0	0	TRUE
ENSG00000262024	Q9UGU0	reviewed	0	0	0	FALSE
ENSG00000278216	Q6UWM9	reviewed	1	0	0	TRUE
ENSG00000273494	Q9NVE7	reviewed	0	0	0	FALSE
ENSG00000276159	Q6UX27	reviewed	2	0	1	TRUE
ENSG00000276461	Q9UGU0	reviewed	0	0	0	FALSE
ENSG00000273529	Q5TA89	reviewed	0	0	0	FALSE
ENSG00000278114	Q8N307	reviewed	3	0	0	TRUE
ENSG00000273936	Q92956	reviewed	2	0	8	TRUE
ENSG00000274889	B6A8C7	reviewed	1	0	2	TRUE
ENSG00000276561	Q92985	reviewed	0	0	0	FALSE
ENSG00000274703	Q8IYS5	reviewed	2	0	1	TRUE
ENSG00000276296	P0C1Z6	reviewed	0	0	0	FALSE
ENSG00000276025	Q8WZ92	reviewed	2	0	1	FALSE
ENSG00000278253	Q8WZ94	reviewed	1	0	1	FALSE
ENSG00000275330	Q6UX27	reviewed	2	0	1	TRUE
ENSG00000276451	Q8NH74	reviewed	1	0	1	FALSE
ENSG00000273953	P58181	reviewed	1	0	1	FALSE
ENSG00000276780	Q86W26	reviewed	0	0	0	FALSE
ENSG00000275979	O75175	reviewed	0	0	0	FALSE
ENSG00000277457	Q96BZ8	reviewed	0	0	0	FALSE
ENSG00000277733	Q96N66	reviewed	1	0	0	FALSE
ENSG00000276604	B6A8C7	reviewed	1	0	2	TRUE
ENSG00000273511	Q8IYS5	reviewed	2	0	1	TRUE
ENSG00000275577	Q6UX27	reviewed	2	0	1	TRUE
ENSG00000275165	Q9BSV6	reviewed	0	0	0	FALSE
ENSG00000276342	Q6ZVK1	reviewed	1	0	0	FALSE
ENSG00000278081	P46781	reviewed	0	0	0	FALSE
ENSG00000274126	Q8N912	reviewed	0	0	0	FALSE
ENSG00000274887	Q6UX27	reviewed	2	0	1	TRUE
ENSG00000262635	P48775	reviewed	0	0	0	FALSE
ENSG00000276739	P43630	reviewed	4	0	3	TRUE
ENSG00000231041	Q5JQF7	reviewed	0	0	0	FALSE
ENSG00000274073	P0C1Z6	reviewed	0	0	0	FALSE
ENSG00000277131	Q495T6	reviewed	5	0	5	FALSE
ENSG00000235589	Q5JNZ3	reviewed	0	0	0	FALSE
ENSG00000274473	P09683	reviewed	0	0	0	TRUE
ENSG00000276825	P21917	reviewed	1	0	2	FALSE
ENSG00000263238	P43234	reviewed	2	0	3	TRUE
ENSG00000228652	Q9Y3N9	reviewed	1	0	1	FALSE
ENSG00000231319	O76000	reviewed	1	0	1	FALSE
ENSG00000262851	Q8NGG2	reviewed	1	0	0	FALSE
ENSG00000233636	O76001	reviewed	1	0	1	FALSE
ENSG00000261897	Q8NGG3	reviewed	2	0	1	FALSE
ENSG00000262784	Q8NG75	reviewed	2	0	0	FALSE
ENSG00000262666	P81408	reviewed	1	0	0	FALSE
ENSG00000262611	Q8NGG4	reviewed	1	0	1	FALSE
ENSG00000226347	O76002	reviewed	1	0	1	FALSE
ENSG00000277114	O75175	reviewed	0	0	0	FALSE
ENSG00000275384	B6A8C7	reviewed	1	0	2	TRUE
ENSG00000262755	Q8NH51	reviewed	1	0	1	FALSE
ENSG00000275644	Q8IYS5	reviewed	2	0	1	TRUE
ENSG00000263328	Q8NGG5	reviewed	1	0	0	FALSE
ENSG00000262796	Q8NGP2	reviewed	1	0	1	FALSE
ENSG00000234100	Q9UGF5	reviewed	1	0	1	FALSE
ENSG00000281038	P0C7N5	reviewed	1	0	1	FALSE
ENSG00000243441	Q9UGF6	reviewed	1	0	1	FALSE
ENSG00000224487	Q9UGF7	reviewed	1	0	1	FALSE
ENSG00000233481	P58182	reviewed	1	0	1	FALSE
ENSG00000275806	B6A8C7	reviewed	1	0	2	TRUE
ENSG00000237258	Q9GZK7	reviewed	1	0	1	FALSE
ENSG00000277088	Q8IYS5	reviewed	2	0	1	TRUE
ENSG00000232397	Q96KK4	reviewed	1	0	1	FALSE
ENSG00000224395	Q9GZK4	reviewed	1	0	1	FALSE
ENSG00000277808	Q96BZ8	reviewed	0	0	0	FALSE
ENSG00000276323	P0C1Z6	reviewed	0	0	0	FALSE
ENSG00000228377	P35410	reviewed	2	0	0	FALSE
ENSG00000215641	P14373	reviewed	0	0	0	FALSE
ENSG00000275444	O15263	reviewed	0	0	3	TRUE
ENSG00000237051	Q9UBS5	reviewed	7	0	4	TRUE
ENSG00000278161	P0C1Z6	reviewed	0	0	0	FALSE
ENSG00000273641	P81534	reviewed	0	0	3	TRUE
ENSG00000274405	Q08648	reviewed	1	0	0	TRUE
ENSG00000275571	A8MYJ7	reviewed	0	0	0	FALSE
ENSG00000274176	O75175	reviewed	0	0	0	FALSE
ENSG00000275962	Q6UX27	reviewed	2	0	1	TRUE
ENSG00000263290	O14828	reviewed	0	0	0	FALSE
ENSG00000277776	Q8WX94	reviewed	0	0	0	FALSE
ENSG00000276299	A6NGN4	reviewed	0	0	0	FALSE
ENSG00000274616	O75175	reviewed	0	0	0	FALSE
ENSG00000206526	Q5JQF7	reviewed	0	0	0	FALSE
ENSG00000229006	P14373	reviewed	0	0	0	FALSE
ENSG00000169260	Q5JNZ3	reviewed	0	0	0	FALSE
ENSG00000277006	Q8WTQ1	reviewed	0	0	3	TRUE
ENSG00000276774	Q96BZ8	reviewed	0	0	0	FALSE
ENSG00000275794	Q8N104	reviewed	0	0	3	TRUE
ENSG00000275399	Q9NX02	reviewed	0	0	0	FALSE
ENSG00000276935	Q96N66	reviewed	1	0	0	FALSE
ENSG00000206525	Q9Y3N9	reviewed	1	0	1	FALSE
ENSG00000274729	Q8NG35	reviewed	0	0	3	TRUE
ENSG00000276420	Q5TYX0	reviewed	0	0	0	FALSE
ENSG00000206524	O76000	reviewed	1	0	1	FALSE
ENSG00000261893	P49760	reviewed	0	0	0	FALSE
ENSG00000277530	Q8IZN7	reviewed	0	0	2	TRUE
ENSG00000206522	O76001	reviewed	1	0	1	FALSE
ENSG00000234746	O76002	reviewed	1	0	1	FALSE
ENSG00000274540	E9PI22	reviewed	0	0	0	FALSE
ENSG00000278322	Q96N66	reviewed	1	0	0	FALSE
ENSG00000278021	Q5VWM4	reviewed	0	0	0	FALSE
ENSG00000278516	Q96BZ8	reviewed	0	0	0	FALSE
ENSG00000206517	Q9GZK7	reviewed	1	0	1	FALSE
ENSG00000274796	Q9BSV6	reviewed	0	0	0	FALSE
ENSG00000206516	Q9GZK4	reviewed	1	0	1	FALSE
ENSG00000275474	Q8NBN7	reviewed	0	0	0	FALSE
ENSG00000237313	Q5JQF7	reviewed	0	0	0	FALSE
ENSG00000228977	Q9Y3N9	reviewed	1	0	1	FALSE
ENSG00000233566	Q5JQF7	reviewed	0	0	0	FALSE
ENSG00000233687	O76000	reviewed	1	0	1	FALSE
ENSG00000274626	P46781	reviewed	0	0	0	FALSE
ENSG00000233831	Q5JNZ3	reviewed	0	0	0	FALSE
ENSG00000226931	Q9GZK6	reviewed	1	0	1	FALSE
ENSG00000206515	P35410	reviewed	2	0	0	FALSE
ENSG00000276355	B6A8C7	reviewed	1	0	2	TRUE
ENSG00000196231	O76002	reviewed	1	0	1	FALSE
ENSG00000257770	O75715	reviewed	0	0	0	TRUE
ENSG00000227639	Q9Y3N9	reviewed	1	0	1	FALSE
ENSG00000112459	Q9UGF5	reviewed	1	0	1	FALSE
ENSG00000275736	Q8IYS5	reviewed	2	0	1	TRUE
ENSG00000277607	Q6UX27	reviewed	2	0	1	TRUE
ENSG00000226832	O76000	reviewed	1	0	1	FALSE
ENSG00000206511	Q9UBS5	reviewed	7	0	4	TRUE
ENSG00000112461	Q9UGF6	reviewed	1	0	1	FALSE
ENSG00000273884	Q8N6C8	reviewed	5	0	5	TRUE
ENSG00000233618	O76001	reviewed	1	0	1	FALSE
ENSG00000204692	Q9UGF7	reviewed	1	0	1	FALSE
ENSG00000278622	Q9BSV6	reviewed	0	0	0	FALSE
ENSG00000226000	O76002	reviewed	1	0	1	FALSE
ENSG00000204690	P58182	reviewed	1	0	1	FALSE
ENSG00000278550	Q8N370	reviewed	3	0	0	FALSE
ENSG00000206472	Q9GZK7	reviewed	1	0	1	FALSE
ENSG00000263324	Q9P1Z3	reviewed	1	0	0	FALSE
ENSG00000234195	Q9UGF5	reviewed	1	0	1	FALSE
ENSG00000204689	Q96KK4	reviewed	1	0	1	FALSE
ENSG00000227137	Q9UGF6	reviewed	1	0	1	FALSE
ENSG00000206471	Q9GZK4	reviewed	1	0	1	FALSE
ENSG00000237071	P14373	reviewed	0	0	0	FALSE
ENSG00000234495	P14373	reviewed	0	0	0	FALSE
ENSG00000223898	Q9GZK7	reviewed	1	0	1	FALSE
ENSG00000278355	A6NI73	reviewed	3	0	2	TRUE
ENSG00000262785	P30613	reviewed	0	0	0	FALSE
ENSG00000235178	Q5JNZ3	reviewed	0	0	0	FALSE
ENSG00000229408	Q9GZK4	reviewed	1	0	1	FALSE
ENSG00000206470	P35410	reviewed	2	0	0	FALSE
ENSG00000276184	Q9BT76	reviewed	1	0	0	TRUE
ENSG00000273592	Q96N66	reviewed	1	0	0	FALSE
ENSG00000229328	Q9Y3N9	reviewed	1	0	1	FALSE
ENSG00000206466	Q9UBS5	reviewed	7	0	4	TRUE
ENSG00000237284	P35410	reviewed	2	0	0	FALSE
ENSG00000225736	O76000	reviewed	1	0	1	FALSE
ENSG00000278461	P82909	reviewed	0	0	0	FALSE
ENSG00000274646	P46781	reviewed	0	0	0	FALSE
ENSG00000229866	O76001	reviewed	1	0	1	FALSE
ENSG00000232945	O76002	reviewed	1	0	1	FALSE
ENSG00000236561	Q16653	reviewed	1	0	1	TRUE
ENSG00000277273	P50613	reviewed	0	0	0	FALSE
ENSG00000237777	Q9UGF5	reviewed	1	0	1	FALSE
ENSG00000276798	P59901	reviewed	4	0	4	TRUE
ENSG00000242022	Q9UGF7	reviewed	1	0	1	FALSE
ENSG00000273875	B6A8C7	reviewed	1	0	2	TRUE
ENSG00000278378	Q8IYS5	reviewed	2	0	1	TRUE
ENSG00000234347	Q9GZK7	reviewed	1	0	1	FALSE
ENSG00000275353	P43632	reviewed	5	0	2	TRUE
ENSG00000237634	Q5JQF7	reviewed	0	0	0	FALSE
ENSG00000276464	Q6PJE2	reviewed	0	0	0	FALSE
ENSG00000229412	Q96KK4	reviewed	1	0	1	FALSE
ENSG00000223687	Q5JNZ3	reviewed	0	0	0	FALSE
ENSG00000225351	Q5JNZ3	reviewed	0	0	0	FALSE
ENSG00000232984	Q9GZK4	reviewed	1	0	1	FALSE
ENSG00000276163	Q6GTX8	reviewed	1	0	1	TRUE
ENSG00000234101	Q9Y3N9	reviewed	1	0	1	FALSE
ENSG00000226463	Q9Y3N9	reviewed	1	0	1	FALSE
ENSG00000233054	O76000	reviewed	1	0	1	FALSE
ENSG00000276061	O95167	reviewed	0	0	0	FALSE
ENSG00000233180	O76000	reviewed	1	0	1	FALSE
ENSG00000226271	O76001	reviewed	1	0	1	FALSE
ENSG00000228515	P35410	reviewed	2	0	0	FALSE
ENSG00000232178	O76001	reviewed	1	0	1	FALSE
ENSG00000225550	O76002	reviewed	1	0	1	FALSE
ENSG00000231676	O76002	reviewed	1	0	1	FALSE
ENSG00000236927	Q9UGF5	reviewed	1	0	1	FALSE
ENSG00000232289	Q9GZK7	reviewed	1	0	1	FALSE
ENSG00000276022	P0C1Z6	reviewed	0	0	0	FALSE
ENSG00000225291	Q9UGF5	reviewed	1	0	1	FALSE
ENSG00000230505	Q96KK4	reviewed	1	0	1	FALSE
ENSG00000233046	Q9UGF6	reviewed	1	0	1	FALSE
ENSG00000229125	Q9GZK4	reviewed	1	0	1	FALSE
ENSG00000237112	Q9UBS5	reviewed	7	0	4	TRUE
ENSG00000235966	P58182	reviewed	1	0	1	FALSE
ENSG00000276336	Q14162	reviewed	3	0	18	TRUE
ENSG00000230780	Q9GZK7	reviewed	1	0	1	FALSE
ENSG00000234954	P35410	reviewed	2	0	0	FALSE
ENSG00000224234	Q96KK4	reviewed	1	0	1	FALSE
ENSG00000274129	Q9BSV6	reviewed	0	0	0	FALSE
ENSG00000278809	P43630	reviewed	4	0	3	TRUE
ENSG00000235132	Q9GZK4	reviewed	1	0	1	FALSE
ENSG00000276504	P0C1Z6	reviewed	0	0	0	FALSE
ENSG00000277615	O75175	reviewed	0	0	0	FALSE
ENSG00000232569	Q9UBS5	reviewed	7	0	4	TRUE
ENSG00000233141	P35410	reviewed	2	0	0	FALSE
ENSG00000228913	O15205	reviewed	0	0	0	FALSE
ENSG00000278257	Q96BZ8	reviewed	0	0	0	FALSE
ENSG00000274950	P46781	reviewed	0	0	0	FALSE
ENSG00000277868	Q86Z20	reviewed	0	0	0	FALSE
ENSG00000232632	Q9UBS5	reviewed	7	0	4	TRUE
ENSG00000275885	Q8WWY3	reviewed	0	0	0	FALSE
ENSG00000274194	Q96N66	reviewed	1	0	0	FALSE
ENSG00000274145	Q96NA2	reviewed	0	0	0	FALSE
ENSG00000278712	Q9BSV6	reviewed	0	0	0	FALSE
ENSG00000274131	O75871	reviewed	4	0	0	TRUE
ENSG00000274442	Q6P2Q9	reviewed	0	0	0	FALSE
ENSG00000277079	P46781	reviewed	0	0	0	FALSE
ENSG00000279247	Q9Y3D8	reviewed	0	0	0	FALSE
ENSG00000275019	O75022	reviewed	4	0	4	TRUE
ENSG00000276463	Q16594	reviewed	0	0	0	FALSE
ENSG00000227044	O95918	reviewed	1	0	1	FALSE
ENSG00000230885	Q16653	reviewed	1	0	1	TRUE
ENSG00000277600	O75175	reviewed	0	0	0	FALSE
ENSG00000234669	Q9NU63	reviewed	0	0	0	FALSE
ENSG00000276618	O75943	reviewed	0	0	0	FALSE
ENSG00000229698	P30511	reviewed	1	0	2	TRUE
ENSG00000275434	Q14943	reviewed	3	0	3	TRUE
ENSG00000275246	A6NGC4	reviewed	0	0	0	FALSE
ENSG00000277414	O75023	reviewed	3	0	4	TRUE
ENSG00000276219	Q8N7Q3	reviewed	0	0	0	FALSE
ENSG00000276959	Q96BZ8	reviewed	0	0	0	FALSE
ENSG00000206512	O95918	reviewed	1	0	1	FALSE
ENSG00000273722	Q7Z404	reviewed	1	0	0	FALSE
ENSG00000274143	Q8N109	reviewed	3	0	2	TRUE
ENSG00000137345	Q16653	reviewed	1	0	1	TRUE
ENSG00000206468	O15205	reviewed	0	0	0	FALSE
ENSG00000206467	O95918	reviewed	1	0	1	FALSE
ENSG00000274739	Q14953	reviewed	4	0	2	TRUE
ENSG00000278120	Q14954	reviewed	4	0	2	TRUE
ENSG00000232641	Q16653	reviewed	1	0	1	TRUE
ENSG00000275539	Q6PI73	reviewed	3	0	4	TRUE
ENSG00000262327	Q53H12	reviewed	0	0	0	FALSE
ENSG00000233095	P17693	reviewed	1	0	4	TRUE
ENSG00000276021	Q562E7	reviewed	0	0	0	FALSE
ENSG00000224319	O95918	reviewed	1	0	1	FALSE
ENSG00000275118	Q96N66	reviewed	1	0	0	FALSE
ENSG00000262599	A4D1U4	reviewed	0	0	0	FALSE
ENSG00000231968	O15205	reviewed	0	0	0	FALSE
ENSG00000234096	Q16653	reviewed	1	0	1	TRUE
ENSG00000229680	O95918	reviewed	1	0	1	FALSE
ENSG00000234623	Q16653	reviewed	1	0	1	TRUE
ENSG00000276146	Q8N423	reviewed	3	0	5	TRUE
ENSG00000278415	P24071	reviewed	5	0	2	TRUE
ENSG00000263042	P0C1S8	reviewed	0	0	0	FALSE
ENSG00000223858	Q9NU63	reviewed	0	0	0	FALSE
ENSG00000232099	Q9NU63	reviewed	0	0	0	FALSE
ENSG00000273991	O75023	reviewed	3	0	4	TRUE
ENSG00000262771	Q04837	reviewed	0	0	0	FALSE
ENSG00000276838	P08697	reviewed	4	0	1	TRUE
ENSG00000237508	P30511	reviewed	1	0	2	TRUE
ENSG00000278605	Q9BSV6	reviewed	0	0	0	FALSE
ENSG00000273607	Q8WYQ3	reviewed	0	0	2	FALSE
ENSG00000229185	O95918	reviewed	1	0	1	FALSE
ENSG00000278362	O76036	reviewed	1	0	2	TRUE
ENSG00000275365	P24347	reviewed	0	0	1	TRUE
ENSG00000237834	Q16653	reviewed	1	0	1	TRUE
ENSG00000278270	P46781	reviewed	0	0	0	FALSE
ENSG00000274311	O75023	reviewed	3	0	4	TRUE
ENSG00000276175	Q8N6C8	reviewed	5	0	5	TRUE
ENSG00000275837	Q12824	reviewed	0	0	0	FALSE
ENSG00000274914	A6NI73	reviewed	3	0	2	TRUE
ENSG00000237216	P17693	reviewed	1	0	4	TRUE
ENSG00000276066	Q6UX27	reviewed	2	0	1	TRUE
ENSG00000274110	Q6GTX8	reviewed	1	0	1	TRUE
ENSG00000235680	P17693	reviewed	1	0	4	TRUE
ENSG00000276537	Q9H313	reviewed	4	0	0	FALSE
ENSG00000274174	Q8WX94	reviewed	0	0	0	FALSE
ENSG00000206510	Q9NU63	reviewed	0	0	0	FALSE
ENSG00000262139	Q32M45	reviewed	4	0	0	FALSE
ENSG00000274513	Q8N423	reviewed	3	0	5	TRUE
ENSG00000206509	P30511	reviewed	1	0	2	TRUE
ENSG00000262217	Q8N695	reviewed	1	0	0	FALSE
ENSG00000274437	Q96Q80	reviewed	0	0	0	FALSE
ENSG00000275796	Q9NX02	reviewed	0	0	0	FALSE
ENSG00000274671	Q8N4S9	reviewed	0	0	0	FALSE
ENSG00000276051	P17693	reviewed	1	0	4	TRUE
ENSG00000274587	O75022	reviewed	4	0	4	TRUE
ENSG00000277178	B6A8C7	reviewed	1	0	2	TRUE
ENSG00000278533	Q8IYS5	reviewed	2	0	1	TRUE
ENSG00000223852	Q9NU63	reviewed	0	0	0	FALSE
ENSG00000276826	Q8NBN7	reviewed	0	0	0	FALSE
ENSG00000235220	P30511	reviewed	1	0	2	TRUE
